relative_position_r,relative_position_t,relative_position_n,relative_velocity_r,relative_velocity_t,relative_velocity_n,miss_distance
31.1,-3477.4,-2418.0,-5.2,-4840.1,6955.2,4235.0
-513.1,-596.3,5534.8,-20.1,-15058.3,-1613.3,5590.0
1280.2,119.0,-369.9,77.1,-13617.9,-4177.2,1337.0
-16.4,23534.2,-25867.4,-25.2,-8218.0,-7476.8,34971.0
-1907.2,34547.4,10117.8,-36.8,-1207.3,4115.5,36048.0
262.3,-1259.4,9676.7,-55.1,-15098.1,-1961.6,9761.0
-265.1,17613.3,6490.2,98.5,-1730.8,4700.5,18772.0
608.1,25675.4,-48853.0,53.9,-11698.4,-6146.8,55192.0
839.6,-11792.3,-3189.7,17.3,-1015.9,3761.4,12244.0
-65.7,9261.2,16567.2,-17.5,-11604.8,6489.5,18980.0
-680.1,93.7,-262.6,-10.0,-13234.1,-4844.3,735.0
-291.1,-2412.5,46880.2,-14.3,-15184.9,-782.5,46943.0
160.3,-2019.8,-13721.7,42.4,-14770.3,2172.1,13870.0
-352.0,6312.5,4380.4,-28.3,-4855.8,6991.7,7691.0
148.6,-907.6,4615.3,42.6,-14500.0,-2858.7,4706.0
928.9,-4417.6,11103.1,-9.2,-12954.1,-5154.1,11985.0
-1118.3,450.8,6571.1,-30.8,-14944.9,1027.7,6680.0
1919.3,35662.6,-43169.1,-20.8,-9049.3,-7476.0,56027.0
450.3,1503.9,425.2,9.1,-1122.5,3955.9,1626.0
391.8,-20503.4,-19086.7,51.7,-6933.5,7449.2,28015.0
-404.9,-39980.3,-11171.8,36.2,-1101.6,3941.3,41513.0
-843.3,5538.0,-33212.3,-7.7,-14779.3,-2465.3,33681.0
186.4,-22459.2,-23747.0,-6.9,-7920.3,7490.5,32685.0
-372.8,-7210.0,-16738.2,41.8,-12864.1,5541.1,18228.0
-722.3,36883.5,20515.0,-42.0,-3599.5,6470.2,42211.0
363.8,394.5,1321.4,-7.1,-13791.3,4111.6,1426.0
-327.1,40807.2,13403.3,-61.1,-1458.8,4439.6,42953.0
84.8,-16865.7,-27550.4,17.7,-10898.2,6672.1,32303.0
384.2,-21105.9,-8520.7,-4.6,-2113.9,5236.9,22764.0
-189.7,37827.2,9450.7,-49.5,-887.8,3552.7,38990.0
-1115.5,3084.2,-30807.0,6.7,-15138.6,-1517.3,30981.0
49.8,-9023.8,-22687.2,35.5,-12930.7,5141.4,24416.0
451.6,374.6,-9147.5,-14.6,-14961.6,-614.3,9166.0
22.6,-3954.6,131.7,47.3,-22.1,-671.3,3956.0
625.4,16414.1,-439.7,9.8,-18.7,-682.9,16431.0
-618.9,-27976.9,15745.4,13.6,-3710.8,-6591.9,32109.0
-176.7,5944.3,-22690.9,23.9,-13994.4,-3668.4,23457.0
301.6,10487.9,-5938.4,-5.8,-3623.5,-6399.0,12056.0
408.0,6237.5,2611.1,73.8,-2264.7,5399.7,6774.0
1512.2,1123.1,990.1,-10.2,-6493.9,7400.0,2128.0
12.8,135.6,-1738.7,18.2,-14971.9,-1170.9,1744.0
-289.9,-565.4,-2536.4,2.5,-14316.6,3171.0,2614.0
47.5,-25670.6,1546.1,33.1,-62.4,-1036.6,25717.0
-21.9,132.1,-1723.4,18.2,-14971.9,-1170.9,1728.0
-94.7,-33365.7,2231.3,-4.0,-53.8,-805.2,33440.0
1738.2,-13153.8,-30233.6,-5.7,-12675.0,5515.6,33016.0
-14.9,-15072.9,-48909.5,5.4,-13704.3,4222.4,51179.0
-201.9,-2683.0,3736.9,3.6,-9900.5,-7099.6,4604.0
-1201.0,-5162.4,-4634.8,-36.1,-6684.6,7452.4,7040.0
13.3,-19481.9,-23234.9,9.7,-8989.5,7535.9,30321.0
27.9,-36356.1,-24712.7,28.1,-4764.1,7009.3,43960.0
191.5,5773.7,19631.8,8.8,-13852.7,4072.4,20464.0
-379.3,-648.4,-3614.6,16.1,-14572.1,2621.1,3691.0
93.3,40043.7,16128.9,-24.5,-2122.7,5269.8,43169.0
228.0,-7211.0,-8994.0,7.0,-9040.1,7245.0,11530.0
292.7,20265.7,9052.7,143.1,-2631.2,5885.9,22197.0
1350.8,-2201.1,-5954.1,-45.2,-13397.3,4939.4,6490.0
141.5,19935.8,-10667.8,-18.4,-3386.4,-6329.5,22611.0
-210.9,861.4,4956.8,-122.3,-14644.0,2537.2,5035.0
-378.0,2068.9,32734.4,3.4,-15149.7,959.1,32801.0
-149.6,-44617.2,-544.9,49.7,-2.4,186.3,44620.0
562.5,2477.0,7839.5,-18.3,-13648.7,4312.0,8240.0
-154.4,41996.1,-501.0,-46.8,-2.4,-186.4,41999.0
1515.8,-18100.2,5728.5,27.8,-1381.3,-4372.2,19045.0
127.5,21884.7,32848.0,4.3,-10434.6,6952.8,39470.0
145.2,198.4,-663.5,-5.2,-13882.0,-4084.5,707.0
-388.3,1871.5,7917.2,-38.4,-14071.4,3320.4,8144.0
125.2,-709.7,3506.3,12.3,-14404.5,-2916.4,3579.0
-854.9,-39776.7,36590.5,460.4,-7010.4,-7610.4,54053.0
1268.1,19300.9,20642.8,-26.8,-8099.6,7574.8,28288.0
174.6,32.3,-431.1,94.4,-14816.3,-1207.7,466.0
-370.0,25027.6,7086.3,-35.5,-1129.5,3987.0,26014.0
195.1,-22686.4,6121.8,34.9,-1015.7,-3764.8,23498.0
-148.9,11939.9,-5257.3,-10.6,-2421.1,-5498.6,13046.0
87.4,34621.8,-9394.4,-30.0,-1038.4,-3827.1,35873.0
-1808.8,-3263.6,-32720.7,30.4,-14843.6,1479.1,32932.0
-95.9,6350.6,806.7,23.7,-243.2,1918.0,6402.0
299.5,814.9,2554.6,49.5,-13596.6,4321.9,2698.0
297.1,2317.1,10451.4,-21.8,-14351.9,3176.8,10709.0
-1783.0,1969.6,-8815.5,-14.9,-14512.1,-3239.9,9207.0
-232.4,52649.5,625.0,-58.9,-2.5,187.3,52653.0
158.5,30029.4,10981.2,-45.1,-1769.6,4839.8,31974.0
-503.9,30590.0,-1821.0,-41.8,-51.0,-844.5,30648.0
-1566.1,-23929.3,40544.0,-40.7,-11591.2,-6843.6,47104.0
-1105.2,-7971.1,-18308.3,-444.6,-14511.9,6348.1,19998.0
-33.2,1635.0,-862.8,-51.4,-3291.3,-6239.5,1848.0
-719.2,-27930.0,16159.5,6.5,-3822.9,-6606.3,32275.0
959.8,22042.9,-4617.2,47.8,-636.3,-3028.4,22541.0
-387.6,693.6,3018.7,0.5,-14268.3,3273.0,3121.0
-677.3,43.1,1029.6,12.4,-15184.2,702.1,1233.0
-1027.2,-471.1,260.6,-0.1,-3559.6,-6433.8,1159.0
-699.6,4490.1,-28533.0,-6.9,-14822.9,-2334.7,28892.0
-68.1,-982.7,2849.9,-3.4,-13484.0,-4636.7,3015.0
36.1,8275.1,-7922.5,-3.8,-7196.5,-7516.4,11456.0
137.7,-1597.9,9834.5,-7.0,-14644.9,-2379.0,9964.0
-481.7,13044.6,-7734.4,-35.0,-3890.2,-6557.1,15172.0
239.8,372.5,608.6,97.7,-10917.8,6680.2,752.0
122.5,8438.0,13755.9,-8.7,-10887.6,6677.7,16138.0
21.0,-2606.3,-2919.8,26.3,-8249.3,7371.2,3913.0
-355.3,39860.8,-35781.3,-55.6,-6800.7,-7576.0,53565.0
41.1,-23662.2,7349.4,21.4,-1325.2,-4267.1,24777.0
-44.0,12793.5,5937.1,-52.4,-2724.4,5871.2,14104.0
-362.4,-2390.7,1542.1,10.7,-4536.5,-7039.6,2867.0
-964.3,10133.0,8720.8,-618.1,-8534.8,9844.9,13403.0
-515.4,8079.8,-24776.2,-1.4,-13570.1,-4423.3,26065.0
-456.7,2909.7,11998.0,-2.7,-14184.2,3441.2,12354.0
-1577.9,7756.8,25690.9,-70.2,-13695.9,4130.6,26882.0
96.4,-278.3,1746.1,-25.7,-14507.5,-2278.4,1770.0
204.7,-420.5,-1918.2,7.5,-14285.7,3152.0,1974.0
1886.8,36418.0,-14914.5,-28.6,-2182.9,-5334.5,39398.0
-427.3,933.4,-5873.1,-249.9,-14794.3,-2336.9,5962.0
1651.7,-14394.5,23141.7,103.4,-10856.6,-6761.3,27303.0
-274.1,6381.3,-15713.2,55.9,-12833.3,-5212.5,16961.0
-61.8,-40125.2,-15106.7,39.2,-1900.3,5047.7,42874.0
-277.1,-4504.4,-21924.6,53.7,-14464.4,2971.8,22384.0
98.3,-2129.4,378.0,-9.9,-477.1,-2688.1,2164.0
-1213.1,8653.0,-47747.9,-10.6,-14707.4,-2666.2,48540.0
38.9,-23979.5,4458.8,79.7,-532.1,-2862.2,24390.0
193.1,1510.8,6174.1,14.6,-14102.9,3446.2,6359.0
-456.7,24802.2,-24955.0,-27.2,-7664.5,-7616.8,35186.0
187.5,482.9,-3642.2,23.3,-14727.4,-1953.4,3678.0
183.3,-23690.7,-17171.2,25.2,-5186.4,7156.9,29259.0
445.2,-3913.4,-29335.4,-1.5,-14929.9,1992.9,29598.0
-482.7,1090.0,-2590.6,-12.0,-12723.0,-5349.1,2851.0
-413.6,8033.6,-7348.9,8.4,-6855.6,-7496.6,10895.0
-170.2,-26934.6,-1068.8,-29.2,-31.9,807.5,26956.0
1787.5,-894.3,9006.3,-23.9,-15155.6,-1500.2,9225.0
799.2,-1248.5,2766.5,-9.6,-12546.4,-5651.1,3138.0
1213.9,2068.9,-559.2,-48.2,-952.6,-3632.0,2463.0
327.2,2320.2,17744.4,-8.4,-14940.6,1952.1,17898.0
1151.0,-17364.2,-22464.4,-77.5,-11539.2,8917.9,28416.0
1759.1,12239.6,-10611.4,1022.1,-8435.9,-9562.1,16294.0
-723.8,219.4,-4289.7,-24.2,-15185.6,-782.0,4355.0
297.5,27720.2,-26817.1,-32.4,-7358.7,-7606.4,38570.0
-671.9,5149.3,-3692.2,-4.5,-5171.3,-7205.4,6371.0
-268.1,-197.3,1531.3,35.9,-14892.4,-1951.2,1567.0
0.9,2359.1,3892.0,-20.1,-11019.6,6672.4,4551.0
-134.8,2031.2,386.0,-8.8,-510.4,2686.6,2071.0
283.9,-160.8,3692.5,-31.4,-15014.2,-645.9,3706.0
-544.3,-35233.4,38465.7,1.1,-8243.3,-7550.0,52166.0
-169.7,-271.9,-659.9,96.8,-12959.1,5363.4,733.0
-222.0,669.0,574.4,41.3,-6569.1,7645.7,909.0
-177.1,-26081.7,17226.5,60.9,-4571.1,-6920.5,31257.0
-394.4,4716.1,2454.3,8.0,-3202.1,6152.3,5331.0
281.6,-483.7,-8196.1,-8.4,-14931.9,888.4,8215.0
-673.4,5379.0,22664.3,38.3,-14198.4,3369.2,23303.0
305.2,-4466.5,5527.6,18.0,-9142.9,-7383.9,7113.0
129.7,209.3,2827.0,9.0,-15016.5,1099.3,2837.0
-64.6,-85.3,1089.1,23.8,-14967.0,-1133.8,1094.0
91.3,5857.4,-14178.7,19.5,-12809.2,-5289.6,15341.0
-732.2,5848.7,22076.5,-5.3,-14034.9,3717.1,22849.0
1543.9,34351.2,11045.9,-46.1,-1418.1,4417.0,36116.0
366.5,-1183.6,2426.4,-3.1,-12198.9,-5949.0,2724.0
-71.5,9492.1,-33500.2,36.9,-13759.5,-3898.2,34819.0
-419.0,1956.8,2389.6,-11.5,-9023.0,7381.2,3116.0
-218.4,33652.5,11419.2,-67.8,-1485.5,4376.1,35537.0
-192.5,3898.5,5695.9,-40.2,-10160.8,6947.2,6904.0
-353.3,11728.5,-9980.5,-18.1,-6319.4,-7423.3,15404.0
280.9,5919.9,-21473.9,-63.5,-13906.0,-3836.7,22276.0
640.9,4912.3,-10914.2,-16.4,-12546.3,-5651.0,11985.0
349.8,-9505.3,-12462.1,-54.4,-9548.8,7284.5,15677.0
-234.9,-13405.9,5994.7,20.6,-2497.0,-5582.3,14687.0
673.0,2356.9,-4311.7,-6.9,-11448.1,-6268.7,4959.0
63.7,-3800.1,827.5,48.6,-679.1,-3120.4,3889.0
-1579.3,-692.2,4596.5,22.2,-14759.2,-2228.4,4909.0
111.1,-15171.6,-10123.3,-10.7,-4630.7,6940.3,18239.0
1637.3,-17592.4,30368.3,23.1,-11443.1,-6631.3,35134.0
405.3,-261.1,703.6,-6.8,-13148.3,-4815.5,852.0
-25.2,-3788.4,-9452.5,23.1,-12927.6,5179.1,10183.0
36.7,-564.2,1883.3,-2.3,-13987.4,-4164.3,1966.0
-116.1,-6895.4,-5295.8,-24.1,-5679.5,7391.7,8695.0
-373.6,31798.1,-22475.0,-131.1,-6800.7,-9618.5,38940.0
27.0,27503.9,-18261.8,-5.8,-4619.6,-6957.5,33014.0
488.5,1341.4,2310.8,42.8,-11156.7,6455.9,2716.0
300.8,2849.4,-10162.9,-39.5,-13926.4,-3906.3,10559.0
-15.1,1950.0,3019.5,-42.8,-10487.7,6783.0,3594.0
965.3,8517.6,3626.1,23.9,-2273.6,5332.4,9307.0
-419.1,22525.7,23620.7,-105.2,-7987.9,7616.7,32642.0
-163.0,17.4,-55.5,-73.4,-13417.6,-4777.7,173.0
-127.4,1176.7,-5597.1,-2.4,-14415.1,-3027.7,5720.0
4.2,5530.6,20119.7,-1.9,-13998.2,3847.8,20866.0
27.9,-31134.2,3607.4,9.9,19.2,165.9,31342.0
-73.9,-704.4,2484.4,7.5,-13859.3,-3930.9,2583.0
83.2,98.8,727.5,-43.9,-14782.1,2012.9,738.0
-383.3,9305.5,5482.0,-0.3,-3830.7,6501.4,10807.0
-74.0,114.8,598.9,-89.2,-14322.7,2751.0,614.0
460.3,-19371.1,-43608.2,-449.1,-14447.9,6414.5,47719.0
-30.6,155.7,282.1,-1.8,-11638.3,6424.0,323.0
-1785.8,21732.5,19748.3,-45.5,-6747.1,7421.5,29419.0
125.1,3751.1,-5687.7,20.8,-10380.0,-6844.0,6814.0
-942.5,31479.6,42270.8,-103.9,-9661.8,7193.0,52713.0
-200.2,-13727.3,-19468.0,60.4,-10006.8,7056.2,23821.0
-186.9,47321.5,-567.3,-52.7,-2.4,-186.5,47325.0
-57.8,647.1,-2977.9,-167.2,-14349.3,-3125.3,3047.0
-284.6,-7994.4,1278.2,-204.7,-333.6,-2132.2,8100.0
-166.2,-1171.4,-5361.6,2.8,-14337.4,3125.7,5490.0
1510.5,-5434.0,-10371.8,-92.1,-12224.1,6390.6,11806.0
-108.3,25778.4,3109.7,-9.2,-217.8,1805.4,25965.0
74.4,68.2,-371.9,327.3,-14469.9,-2540.8,385.0
-608.3,1794.1,-12571.5,-4.1,-14887.8,-2123.9,12713.0
348.0,-10314.9,64.0,38.8,6.3,799.8,10320.0
18.1,-13001.4,-26642.6,-17.3,-12027.0,5869.0,29645.0
99.4,172.7,-587.3,48.3,-13715.3,-3939.3,620.0
102.1,22844.0,15451.7,33.3,-4731.7,6996.3,27579.0
1371.9,-12688.3,-6678.9,-33.7,-3216.6,6102.4,14404.0
-589.1,1943.1,2399.8,-4.6,-9059.1,7335.5,3143.0
47.0,1553.1,8092.9,-3.4,-14531.8,2793.1,8240.0
-208.9,19269.3,-15264.2,-16.8,-5762.8,-7276.0,24583.0
1232.3,-5988.5,-7434.0,22.0,-9220.5,7428.4,9625.0
496.3,8902.3,5591.2,-9.3,-4304.8,6856.7,10524.0
-227.0,42679.0,-20100.1,-23.1,-2712.2,-5758.4,47175.0
448.2,-965.9,4117.7,-67.5,-14266.5,-3329.8,4253.0
-484.5,974.8,-160.3,-16.3,-421.3,-2503.4,1100.0
-1938.3,1796.9,-12882.7,72.6,-15101.8,-2115.1,13151.0
-272.8,-2435.7,-8749.9,-21.7,-13993.6,3900.1,9086.0
-50.3,-4917.7,-12725.5,-84.5,-12970.2,5013.6,13642.0
110.3,-1832.7,6604.7,55.3,-14244.2,-3945.7,6855.0
-103.2,7011.4,-28277.4,-3.2,-14070.1,-3489.4,29133.0
365.8,163.3,-893.0,233.7,-14666.3,-2606.0,978.0
143.5,-8637.5,-7632.6,9.2,-6638.6,7515.2,11527.0
-279.9,-33055.9,-7416.1,-83.7,-722.5,3223.6,33878.0
-229.8,10694.7,-22434.9,-9.7,-12243.1,-5836.0,24854.0
-846.5,-9046.7,1579.8,-25.8,-423.3,-2437.8,9222.0
-167.6,-419.9,-322.7,89.9,-5741.8,7366.0,555.0
-1780.5,3840.8,-6935.4,-54.0,-11470.4,-6343.1,8125.0
-286.8,36509.2,-33133.0,-64.8,-6731.6,-7416.1,49303.0
367.2,-15665.8,-34652.1,-21.9,-12444.2,5624.2,38030.0
169.3,-1876.8,-7027.6,-60.9,-14353.6,3833.0,7275.0
267.2,2257.3,-3829.9,51.1,-11035.1,-6507.5,4453.0
-494.2,4424.6,-4398.8,-4.8,-7572.3,-7616.8,6258.0
-217.1,-25966.2,-49372.5,86.8,-11824.6,6218.7,55784.0
1064.2,4772.4,5304.2,14.0,-8280.5,7443.6,7214.0
-588.0,20935.2,-9476.3,-241.5,-2578.5,-5682.2,22987.0
-76.8,5552.0,17588.5,11.4,-13702.1,4325.3,18444.0
-453.5,30305.5,-14277.5,13.2,-2713.9,-5760.2,33503.0
342.1,-15557.9,-5669.4,36.8,-1741.0,4779.4,16562.0
-111.0,250.8,-435.9,40.4,-11384.3,-6555.4,515.0
86.0,4569.4,1189.1,56.4,-929.5,3569.4,4722.0
468.1,4891.2,3434.7,10.4,-4982.0,7088.9,5994.0
-705.5,-1769.2,4106.3,-131.8,-12724.0,-5517.8,4526.0
-327.0,543.6,-4165.4,-1.4,-14795.0,-1939.3,4213.0
1037.4,-11454.3,4688.1,75.8,-2129.7,-5219.7,12419.0
-194.1,-4079.1,5544.0,24.8,-9791.1,-7196.1,6885.0
141.3,-12248.8,-14088.3,-15.4,-8706.6,7568.6,18669.0
-1559.6,-3353.4,14118.0,-4.9,-14137.2,-3355.1,14594.0
233.6,-3797.7,-25835.6,19.2,-14766.0,2170.9,26114.0
-410.0,-726.4,3861.2,26.9,-14444.6,-2729.8,3950.0
-75.2,8171.2,1600.1,36.3,-633.4,3236.5,8326.0
-699.0,14097.9,-22297.7,-154.6,-10776.3,-6808.4,26389.0
-203.9,52127.8,634.5,-58.3,-2.5,187.3,52132.0
341.3,-8726.2,8205.9,104.0,-7070.2,-7526.5,11983.0
323.4,-8757.1,-12135.9,24.1,-9924.2,7164.3,14969.0
-354.0,-25569.4,-28081.2,-8.6,-8186.5,7453.3,37979.0
-418.9,40384.2,-32138.3,-39.4,-5763.7,-7242.5,51613.0
-59.4,6548.2,-26400.1,-2.7,-14070.0,-3489.4,27200.0
-167.7,10300.0,-8992.3,-43.0,-6498.8,-7440.4,13674.0
88.1,-1606.6,-160.9,-0.2,-155.5,1552.4,1617.0
-755.2,742.0,16247.8,11.4,-15185.2,697.1,16282.0
-213.1,-302.1,1465.0,33.1,-14463.0,-2956.7,1510.0
-479.3,-3108.2,-2384.0,38.8,-5498.0,7161.8,3946.0
181.4,21975.5,-9109.5,-60.3,-2203.1,-5316.7,23789.0
242.5,-22829.6,5474.7,32.1,-819.3,-3417.5,23478.0
-452.0,39489.7,10197.6,-35.1,-937.0,3627.2,40787.0
1418.8,14930.1,-22772.2,-6.5,-10476.2,-6870.8,27267.0
72.9,-249.7,-893.9,-34.7,-13939.5,3830.6,930.0
-1458.4,164.6,3223.1,12.1,-15166.4,783.7,3541.0
213.7,-25734.8,-4092.4,24.6,-377.6,2376.1,26059.0
23.7,5616.8,-12244.6,-18.0,-12400.7,-5687.4,13471.0
-214.7,20885.3,-25255.6,11.2,-8886.1,-7348.6,32773.0
-1650.2,238.6,-603.1,-34.4,-12970.2,-4999.1,1773.0
-238.8,49.2,708.9,29.0,-14912.2,1048.7,749.0
-1042.6,1658.3,-3787.6,-134.5,-12722.3,-5519.8,4264.0
858.1,-2601.6,-4989.1,44.1,-11699.5,6108.0,5691.0
-179.5,2802.8,-7117.8,52.8,-13029.7,-5125.0,7651.0
793.2,-1382.5,7555.3,1.1,-14454.9,-2652.8,7721.0
-1217.1,-36672.5,34749.5,50.7,-7188.4,-7584.2,50535.0
-337.9,3515.5,-1182.8,-36.5,-1556.8,-4618.0,3724.0
-248.4,-6879.9,24421.8,14.2,-13872.5,-3909.5,25373.0
1439.4,-14937.7,17673.6,-42.2,-8741.2,-7385.9,23185.0
-591.3,7668.5,47639.2,-25.1,-14839.3,2387.4,48256.0
-1833.9,-2146.4,6784.6,17.7,-13673.4,-4320.3,7348.0
-480.4,7880.3,-465.5,37.7,-64.0,-1122.2,7908.0
17.4,9962.9,2561.7,44.8,-928.6,3610.6,10287.0
-66.3,-14062.2,-1520.4,28.9,-173.5,1603.4,14144.0
-129.0,6709.0,-8576.8,8.7,-9363.2,-7321.5,10889.0
-238.2,-8561.2,-15413.1,-5.8,-11488.5,6381.2,17632.0
-40.1,6364.8,-9241.8,22.4,-10180.2,-7007.3,11221.0
-1608.2,5.4,277.2,20.1,-14965.2,233.0,1631.0
268.3,-12505.4,-7817.6,-8.8,-4234.6,6773.4,14750.0
60.3,10429.8,-5020.0,-18.1,-2802.2,-5821.1,11575.0
142.9,10088.5,12708.0,-47.0,-9534.7,7568.7,16226.0
625.7,-7023.7,-21764.4,29.6,-13608.7,4394.6,22878.0
505.6,4444.2,-1308.9,48.8,-1265.5,-4279.7,4660.0
-8.5,-1210.2,2324.1,30.3,-11944.0,-6240.3,2620.0
321.7,-181.2,4109.8,-11.1,-15016.2,-660.1,4126.0
1009.1,10038.9,-12820.1,-28.2,-9240.4,-7236.6,16314.0
165.5,-17171.1,-14361.9,14.4,-6177.2,7385.7,22386.0
-280.7,16880.3,4105.6,-83.0,-1026.4,4213.4,17374.0
-62.4,-394.3,-2504.2,2.5,-14542.2,2272.9,2535.0
94.4,-4181.9,2109.7,-29.9,-3048.0,-6039.0,4684.0
-239.0,-6262.0,-5343.6,107.9,-6323.5,7403.4,8235.0
-439.2,-7818.1,206.6,35.1,-27.1,-949.0,7833.0
283.4,5062.8,3830.0,4.1,-5457.7,7219.7,6354.0
56.5,-32333.4,8424.0,61.8,-958.8,-3680.3,33412.0
-935.7,6266.6,23273.2,-6.1,-14003.8,3771.6,24120.0
-1106.9,5697.3,43141.9,40.0,-14767.2,1949.8,43530.0
-148.9,8348.5,14920.6,-111.0,-11444.8,6404.8,17098.0
-246.2,5230.7,-12231.5,-15.6,-12771.5,-5459.9,13305.0
172.8,11203.2,17088.3,-63.1,-10579.9,6938.4,20434.0
-79.3,6420.8,1656.7,78.5,-961.1,3729.2,6631.0
1504.3,-485.3,9932.9,-23.1,-15244.8,-740.4,10057.0
-72.5,-4229.4,-11140.8,25.1,-13091.1,4973.9,11916.0
392.8,1205.1,-5956.5,-76.5,-14342.7,-2905.8,6089.0
-688.4,-3138.8,-31625.3,30.3,-14843.7,1472.6,31788.0
338.0,6932.8,-10497.5,-22.9,-10503.2,-6935.7,12584.0
20.4,-10892.5,-8294.1,42.4,-5490.7,7210.9,13690.0
-284.5,-27912.4,-12261.2,8.6,-2432.6,5538.0,30487.0
-183.6,10587.2,-10292.1,0.8,-7186.6,-7391.8,14766.0
168.6,-4770.9,-24070.2,7.4,-14451.7,2862.5,24539.0
-495.9,12529.0,-17483.6,-36.7,-10046.2,-7200.1,21515.0
59.0,-516.2,533.4,18.2,-7819.1,-7541.5,744.0
204.8,6660.2,-2334.0,31.9,-1653.0,-4713.2,7060.0
-961.4,30659.9,18784.2,-33.8,-4070.0,6640.7,35969.0
62.6,-912.0,903.9,30.8,-7409.4,-7469.5,1285.0
1675.0,-14281.5,29076.9,62.3,-12018.7,-5907.1,32438.0
76.9,-390.8,1163.3,16.3,-13651.1,-4575.5,1229.0
-425.8,-567.2,-4645.7,141.7,-14650.6,1774.4,4699.0
-69.8,-133.4,792.4,-17.4,-14456.5,-2470.8,806.0
-1082.4,6709.0,24842.4,-6.6,-13997.7,3782.3,25755.0
122.2,-5301.2,-34995.0,5.8,-14947.1,2264.9,35394.0
-392.4,-475.0,862.6,50.3,-11684.1,-6381.8,1060.0
602.1,-2355.5,-17715.8,-3.3,-14932.6,1983.1,17881.0
-147.4,-82.8,41.5,-83.8,-2722.5,-5805.2,174.0
144.6,-4590.6,9079.1,18.5,-12006.3,-6067.3,10174.0
-75.8,-538.6,2236.8,-7.7,-14270.7,-3413.4,2301.0
916.7,-43030.2,-50080.0,-12.7,-8577.2,7369.7,66033.0
30.4,-5528.8,361.6,-633.6,331.0,5122.2,5540.0
-264.1,-2738.7,-2863.4,7.1,-7829.9,7499.5,3971.0
0.6,-2357.9,725.0,59.1,-1281.9,-4176.2,2466.0
1308.1,-22820.0,18272.0,28.9,-5939.1,-7418.7,29263.0
498.5,417.4,1244.6,-21.3,-13327.8,4508.0,1404.0
-1655.3,1725.3,30015.5,21.2,-15183.2,872.1,30110.0
1563.9,-2234.2,681.1,-41.7,-1316.4,-4221.8,2810.0
-534.9,13095.9,-7313.6,-2.4,-3581.5,-6411.4,15009.0
410.6,-2467.1,805.3,21.9,-1446.9,-4448.3,2627.0
-538.5,13418.7,-7497.3,-2.8,-3581.5,-6411.4,15380.0
-131.8,-7442.2,11818.5,19.2,-10785.0,-6789.6,13967.0
-1368.2,-1936.0,-13490.9,102.0,-14614.1,2086.9,13697.0
-1166.4,5289.4,5282.2,-1.1,-7610.8,7615.1,7565.0
110.2,2823.2,599.4,-17.7,-657.9,3102.1,2888.0
-415.7,6307.3,9262.3,43.1,-10353.7,7049.2,11213.0
-351.1,-19919.2,-19536.3,-5.2,-7388.0,7533.1,27902.0
-739.6,22999.1,12119.3,-43.8,-3303.2,6265.4,26007.0
149.1,-922.8,1456.1,14.1,-10601.1,-6727.2,1730.0
-243.4,-184.9,-341.6,5.3,-11521.1,6341.3,458.0
-164.7,-1199.9,-1804.3,18.7,-10393.8,6933.0,2173.0
-184.9,4478.0,-11606.9,-48.0,-13027.7,-5025.7,12442.0
-104.0,-11380.6,2985.6,80.8,-1047.8,-3992.9,11766.0
160.9,850.3,173.4,65.1,-628.7,3030.4,882.0
-1132.2,22784.7,17446.0,-46.1,-5514.5,7198.4,28719.0
63.9,-942.8,-869.1,109.4,-6869.6,7442.4,1283.0
-688.1,-22678.0,7939.2,-58.6,-1776.4,-5079.9,24037.0
-359.0,-420.9,-3038.0,-128.4,-14803.6,2045.3,3087.0
-352.1,-15944.5,10661.2,-6.6,-4622.5,-6915.1,19183.0
-56.0,11787.6,-7414.6,-8.5,-4218.2,-6707.5,13925.0
68.0,-71.5,361.1,-0.9,-14578.6,-2857.2,374.0
-295.2,-24902.5,-2466.2,26.9,-161.2,1624.1,25026.0
-312.0,-3759.2,-929.3,10.5,-866.0,3495.9,3884.0
294.7,-5013.4,31990.0,-12.4,-14866.7,-2327.8,32381.0
-378.9,-11478.3,9264.0,8.9,-5900.2,-7311.7,14755.0
-200.1,-6201.8,-805.3,170.2,-284.6,2151.0,6257.0
42.0,-549.0,-765.9,-40.9,-9877.6,7120.5,943.0
-297.9,-1487.4,-4179.8,0.0,-13328.8,4751.4,4446.0
-15.2,-1901.0,16665.7,-61.2,-14833.5,-1693.7,16773.0
-1976.5,-2232.2,-42316.5,25.7,-15190.8,800.0,42421.0
77.1,-19572.5,33100.3,33.2,-11019.8,-6516.5,38454.0
435.4,7724.3,-20963.8,100.4,-13278.6,-4890.3,22345.0
10.6,541.7,158.2,7.4,-1188.9,4083.2,564.0
42.8,219.7,1067.3,42.5,-14524.5,2976.2,1090.0
-83.2,-4429.3,-14665.4,7.7,-13800.7,4167.2,15319.0
-104.5,10930.1,22412.7,3.1,-12159.1,5928.0,24936.0
-1828.7,2882.9,49098.7,19.8,-15180.8,891.4,49217.0
1167.0,2530.7,-16166.9,-17.0,-14835.1,-2324.3,16405.0
-1199.4,-5053.7,-32081.8,-257.7,-15508.2,2452.2,32499.0
379.2,5899.7,-19107.9,-53.4,-13765.3,-4252.8,20001.0
-315.6,14237.2,21453.9,31.6,-10437.7,6926.7,25750.0
